iteration,system,target_emotion,control_params,judged_V,judged_A,judged_D,judge_family,judge_confidence,distance_to_target,accepted
476,indextts2-p5a-joy,joy,"raw_emo_vector=[0.322, -0.434, 0.135, 0.165, 0.161, -0.099, 0.006, 0.279];sent=s07;draw0;g05",0.066,0.392,0.088,neutral,0.4,0.317,0
477,indextts2-p5a-joy,joy,"raw_emo_vector=[0.322, -0.434, 0.135, 0.165, 0.161, -0.099, 0.006, 0.279];sent=s05;draw1;g05",-0.113,0.401,0.134,neutral,0.6,0.453,0
478,indextts2-p5a-joy,joy,"raw_emo_vector=[0.252, -0.286, -0.404, -0.152, 0.09, 0.111, -0.009, 0.199];sent=s07;draw0;g05",0.183,0.426,0.072,neutral,0.8,0.227,0
479,indextts2-p5a-joy,joy,"raw_emo_vector=[0.252, -0.286, -0.404, -0.152, 0.09, 0.111, -0.009, 0.199];sent=s05;draw1;g05",-0.068,0.458,0.146,neutral,1.0,0.39,0
480,indextts2-p5a-joy,joy,"raw_emo_vector=[0.289, -0.33, -0.088, 0.219, 0.298, -0.208, -0.079, 0.089];sent=s07;draw0;g06",0.538,0.528,0.226,neutral,0.6,0.246,0
481,indextts2-p5a-joy,joy,"raw_emo_vector=[0.289, -0.33, -0.088, 0.219, 0.298, -0.208, -0.079, 0.089];sent=s05;draw1;g06",-0.064,0.487,0.216,neutral,1.0,0.377,0
482,indextts2-p5a-joy,joy,"raw_emo_vector=[0.412, -0.342, 0.103, 0.081, 0.137, -0.135, 0.06, 0.331];sent=s07;draw0;g06",0.294,0.514,0.225,joy,0.6,0.075,1
483,indextts2-p5a-joy,joy,"raw_emo_vector=[0.412, -0.342, 0.103, 0.081, 0.137, -0.135, 0.06, 0.331];sent=s05;draw1;g06",-0.131,0.463,0.208,neutral,0.4,0.447,0
484,indextts2-p5a-joy,joy,"raw_emo_vector=[0.385, -0.082, -0.044, -0.055, 0.314, 0.055, -0.455, 0.21];sent=s07;draw0;g06",0.236,0.429,0.118,neutral,1.0,0.179,0
485,indextts2-p5a-joy,joy,"raw_emo_vector=[0.385, -0.082, -0.044, -0.055, 0.314, 0.055, -0.455, 0.21];sent=s05;draw1;g06",-0.034,0.476,0.186,neutral,0.8,0.349,0
486,indextts2-p5a-joy,joy,"raw_emo_vector=[0.527, -0.169, -0.156, 0.275, 0.066, -0.107, -0.206, 0.077];sent=s07;draw0;g06",0.39,0.613,0.31,neutral,0.8,0.154,0
487,indextts2-p5a-joy,joy,"raw_emo_vector=[0.527, -0.169, -0.156, 0.275, 0.066, -0.107, -0.206, 0.077];sent=s05;draw1;g06",-0.117,0.521,0.272,joy,0.8,0.429,1
488,indextts2-p5a-joy,joy,"raw_emo_vector=[0.242, -0.33, -0.012, 0.262, 0.139, -0.206, -0.076, 0.114];sent=s07;draw0;g06",0.209,0.482,0.174,joy,0.6,0.135,1
489,indextts2-p5a-joy,joy,"raw_emo_vector=[0.242, -0.33, -0.012, 0.262, 0.139, -0.206, -0.076, 0.114];sent=s05;draw1;g06",-0.156,0.429,0.105,neutral,1.0,0.488,0
490,indextts2-p5a-joy,joy,"raw_emo_vector=[0.275, -0.135, -0.024, -0.157, 0.144, -0.054, -0.344, 0.134];sent=s07;draw0;g06",0.252,0.452,0.073,neutral,1.0,0.18,0
491,indextts2-p5a-joy,joy,"raw_emo_vector=[0.275, -0.135, -0.024, -0.157, 0.144, -0.054, -0.344, 0.134];sent=s05;draw1;g06",-0.108,0.389,0.076,neutral,1.0,0.465,0
492,indextts2-p5a-joy,joy,"raw_emo_vector=[0.258, -0.086, 0.101, 0.069, 0.164, -0.103, 0.166, 0.334];sent=s07;draw0;g06",0.382,0.645,0.443,anger,0.8,0.274,0
493,indextts2-p5a-joy,joy,"raw_emo_vector=[0.258, -0.086, 0.101, 0.069, 0.164, -0.103, 0.166, 0.334];sent=s05;draw1;g06",-0.142,0.584,0.397,anger,0.4,0.488,0
494,indextts2-p5a-joy,joy,"raw_emo_vector=[0.225, -0.211, -0.02, 0.082, 0.516, 0.167, 0.046, 0.296];sent=s07;draw0;g06",0.27,0.54,0.345,joy,0.6,0.163,1
495,indextts2-p5a-joy,joy,"raw_emo_vector=[0.225, -0.211, -0.02, 0.082, 0.516, 0.167, 0.046, 0.296];sent=s05;draw1;g06",-0.121,0.455,0.216,neutral,0.8,0.44,0
496,indextts2-p5a-joy,joy,"raw_emo_vector=[0.092, -0.335, 0.071, 0.125, 0.386, -0.139, 0.095, 0.301];sent=s07;draw0;g07",0.182,0.41,0.118,joy,0.4,0.219,1
497,indextts2-p5a-joy,joy,"raw_emo_vector=[0.092, -0.335, 0.071, 0.125, 0.386, -0.139, 0.095, 0.301];sent=s05;draw1;g07",-0.134,0.406,0.126,neutral,1.0,0.472,0
498,indextts2-p5a-joy,joy,"raw_emo_vector=[0.465, -0.13, -0.179, 0.183, 0.397, -0.045, -0.086, 0.115];sent=s07;draw0;g07",0.448,0.692,0.447,anger,0.8,0.317,0
499,indextts2-p5a-joy,joy,"raw_emo_vector=[0.465, -0.13, -0.179, 0.183, 0.397, -0.045, -0.086, 0.115];sent=s05;draw1;g07",-0.152,0.682,0.471,anger,0.6,0.542,0
500,indextts2-p5a-joy,joy,"raw_emo_vector=[0.481, -0.194, 0.146, 0.13, 0.152, 0.159, -0.058, 0.079];sent=s07;draw0;g07",0.323,0.537,0.247,fear,0.8,0.075,0
501,indextts2-p5a-joy,joy,"raw_emo_vector=[0.481, -0.194, 0.146, 0.13, 0.152, 0.159, -0.058, 0.079];sent=s05;draw1;g07",-0.049,0.544,0.286,surprise,0.6,0.364,0
502,indextts2-p5a-joy,joy,"raw_emo_vector=[0.44, -0.333, 0.064, 0.26, -0.017, 0.085, -0.071, 0.059];sent=s07;draw0;g07",0.266,0.419,0.099,joy,0.4,0.189,1
503,indextts2-p5a-joy,joy,"raw_emo_vector=[0.44, -0.333, 0.064, 0.26, -0.017, 0.085, -0.071, 0.059];sent=s05;draw1;g07",-0.116,0.417,0.107,neutral,0.4,0.454,0
504,indextts2-p5a-joy,joy,"raw_emo_vector=[0.521, -0.269, -0.004, 0.195, 0.326, -0.107, -0.046, 0.097];sent=s07;draw0;g07",0.396,0.701,0.488,anger,0.59,0.336,0
505,indextts2-p5a-joy,joy,"raw_emo_vector=[0.521, -0.269, -0.004, 0.195, 0.326, -0.107, -0.046, 0.097];sent=s05;draw1;g07",-0.228,0.709,0.504,surprise,0.8,0.628,0
506,indextts2-p5a-joy,joy,"raw_emo_vector=[0.482, -0.397, -0.065, 0.257, -0.081, -0.078, -0.005, 0.134];sent=s07;draw0;g07",0.211,0.457,0.148,joy,0.8,0.158,1
507,indextts2-p5a-joy,joy,"raw_emo_vector=[0.482, -0.397, -0.065, 0.257, -0.081, -0.078, -0.005, 0.134];sent=s05;draw1;g07",-0.042,0.47,0.179,neutral,0.6,0.359,0
508,indextts2-p5a-joy,joy,"raw_emo_vector=[0.476, -0.374, 0.062, 0.125, 0.233, 0.062, -0.123, 0.145];sent=s07;draw0;g07",0.358,0.506,0.207,neutral,1.0,0.096,0
509,indextts2-p5a-joy,joy,"raw_emo_vector=[0.476, -0.374, 0.062, 0.125, 0.233, 0.062, -0.123, 0.145];sent=s05;draw1;g07",-0.097,0.466,0.183,neutral,0.6,0.413,0
510,indextts2-p5a-joy,joy,"raw_emo_vector=[0.087, -0.036, 0.188, 0.04, 0.3, 0.171, -0.001, 0.304];sent=s07;draw0;g07",0.075,0.419,0.207,neutral,0.8,0.277,0
511,indextts2-p5a-joy,joy,"raw_emo_vector=[0.087, -0.036, 0.188, 0.04, 0.3, 0.171, -0.001, 0.304];sent=s05;draw1;g07",-0.16,0.427,0.183,neutral,0.4,0.485,0
512,indextts2-p5a-joy,joy,"raw_emo_vector=[0.358, -0.364, 0.179, 0.234, 0.087, 0.021, -0.124, 0.233];sent=s07;draw0;g08",0.158,0.387,0.068,neutral,1.0,0.269,0
513,indextts2-p5a-joy,joy,"raw_emo_vector=[0.358, -0.364, 0.179, 0.234, 0.087, 0.021, -0.124, 0.233];sent=s05;draw1;g08",-0.111,0.367,0.038,neutral,1.0,0.487,0
514,indextts2-p5a-joy,joy,"raw_emo_vector=[0.417, -0.35, 0.074, 0.108, -0.049, -0.123, -0.105, 0.155];sent=s07;draw0;g08",0.186,0.462,0.119,neutral,0.8,0.178,0
515,indextts2-p5a-joy,joy,"raw_emo_vector=[0.417, -0.35, 0.074, 0.108, -0.049, -0.123, -0.105, 0.155];sent=s05;draw1;g08",-0.119,0.4,0.084,neutral,0.8,0.468,0
516,indextts2-p5a-joy,joy,"raw_emo_vector=[0.268, -0.439, -0.025, 0.191, 0.107, 0.1, 0.187, 0.283];sent=s07;draw0;g08",0.201,0.376,0.043,neutral,0.8,0.27,0
517,indextts2-p5a-joy,joy,"raw_emo_vector=[0.268, -0.439, -0.025, 0.191, 0.107, 0.1, 0.187, 0.283];sent=s05;draw1;g08",-0.091,0.411,0.105,neutral,1.0,0.434,0
518,indextts2-p5a-joy,joy,"raw_emo_vector=[0.358, -0.199, 0.148, 0.252, 0.15, -0.042, 0.091, 0.12];sent=s07;draw0;g08",0.431,0.67,0.485,fear,0.83,0.335,0
519,indextts2-p5a-joy,joy,"raw_emo_vector=[0.358, -0.199, 0.148, 0.252, 0.15, -0.042, 0.091, 0.12];sent=s05;draw1;g08",-0.287,0.74,0.568,surprise,0.8,0.717,0
520,indextts2-p5a-joy,joy,"raw_emo_vector=[0.041, -0.496, 0.044, 0.174, 0.125, -0.012, -0.098, 0.149];sent=s07;draw0;g08",0.081,0.322,-0.083,neutral,1.0,0.435,0
521,indextts2-p5a-joy,joy,"raw_emo_vector=[0.041, -0.496, 0.044, 0.174, 0.125, -0.012, -0.098, 0.149];sent=s05;draw1;g08",-0.119,0.304,-0.006,neutral,0.8,0.539,0
522,indextts2-p5a-joy,joy,"raw_emo_vector=[0.32, -0.287, 0.018, 0.354, 0.003, -0.117, -0.209, 0.071];sent=s07;draw0;g08",0.29,0.454,0.082,neutral,0.8,0.166,0
523,indextts2-p5a-joy,joy,"raw_emo_vector=[0.32, -0.287, 0.018, 0.354, 0.003, -0.117, -0.209, 0.071];sent=s05;draw1;g08",-0.114,0.394,0.077,neutral,1.0,0.467,0
524,indextts2-p5a-joy,joy,"raw_emo_vector=[0.311, -0.6, -0.001, 0.034, 0.13, 0.067, 0.222, 0.113];sent=s07;draw0;g08",0.181,0.37,-0.008,sadness,0.8,0.312,0
525,indextts2-p5a-joy,joy,"raw_emo_vector=[0.311, -0.6, -0.001, 0.034, 0.13, 0.067, 0.222, 0.113];sent=s05;draw1;g08",-0.091,0.375,0.071,neutral,1.0,0.458,0
526,indextts2-p5a-joy,joy,"raw_emo_vector=[0.236, -0.228, -0.077, 0.302, -0.06, -0.184, -0.189, -0.0];sent=s07;draw0;g08",0.334,0.439,0.107,neutral,0.4,0.168,0
527,indextts2-p5a-joy,joy,"raw_emo_vector=[0.236, -0.228, -0.077, 0.302, -0.06, -0.184, -0.189, -0.0];sent=s05;draw1;g08",-0.094,0.436,0.131,joy,0.6,0.424,1
528,indextts2-p5a-joy,joy,"raw_emo_vector=[0.367, -0.242, 0.106, 0.188, -0.202, -0.164, -0.221, 0.11];sent=s07;draw0;g09",0.26,0.455,0.073,neutral,1.0,0.176,0
529,indextts2-p5a-joy,joy,"raw_emo_vector=[0.367, -0.242, 0.106, 0.188, -0.202, -0.164, -0.221, 0.11];sent=s05;draw1;g09",-0.098,0.405,0.087,neutral,1.0,0.447,0
530,indextts2-p5a-joy,joy,"raw_emo_vector=[0.224, -0.233, 0.038, 0.355, -0.179, -0.257, -0.199, 0.052];sent=s07;draw0;g09",0.321,0.47,0.133,neutral,0.8,0.125,0
531,indextts2-p5a-joy,joy,"raw_emo_vector=[0.224, -0.233, 0.038, 0.355, -0.179, -0.257, -0.199, 0.052];sent=s05;draw1;g09",-0.144,0.361,-0.0,neutral,1.0,0.53,0
532,indextts2-p5a-joy,joy,"raw_emo_vector=[0.4, -0.175, 0.111, 0.072, -0.003, -0.067, -0.181, 0.121];sent=s07;draw0;g09",0.304,0.447,0.094,joy,0.6,0.163,1
533,indextts2-p5a-joy,joy,"raw_emo_vector=[0.4, -0.175, 0.111, 0.072, -0.003, -0.067, -0.181, 0.121];sent=s05;draw1;g09",-0.104,0.457,0.141,neutral,1.0,0.425,0
534,indextts2-p5a-joy,joy,"raw_emo_vector=[0.174, -0.183, 0.026, 0.129, -0.067, -0.14, -0.175, 0.036];sent=s07;draw0;g09",0.13,0.411,0.039,joy,0.4,0.283,1
535,indextts2-p5a-joy,joy,"raw_emo_vector=[0.174, -0.183, 0.026, 0.129, -0.067, -0.14, -0.175, 0.036];sent=s05;draw1;g09",-0.1,0.369,0.013,neutral,1.0,0.485,0
536,indextts2-p5a-joy,joy,"raw_emo_vector=[0.093, -0.219, -0.154, 0.378, -0.022, -0.153, -0.056, -0.001];sent=s07;draw0;g09",0.23,0.477,0.187,neutral,0.8,0.125,0
537,indextts2-p5a-joy,joy,"raw_emo_vector=[0.093, -0.219, -0.154, 0.378, -0.022, -0.153, -0.056, -0.001];sent=s05;draw1;g09",-0.144,0.435,0.13,neutral,0.6,0.471,0
538,indextts2-p5a-joy,joy,"raw_emo_vector=[0.421, -0.37, -0.004, 0.27, 0.183, -0.09, -0.25, 0.012];sent=s07;draw0;g09",0.354,0.51,0.221,joy,0.6,0.094,1
539,indextts2-p5a-joy,joy,"raw_emo_vector=[0.421, -0.37, -0.004, 0.27, 0.183, -0.09, -0.25, 0.012];sent=s05;draw1;g09",-0.096,0.407,0.053,neutral,0.8,0.453,0
540,indextts2-p5a-joy,joy,"raw_emo_vector=[0.187, -0.193, -0.029, 0.3, -0.134, -0.163, -0.197, 0.029];sent=s07;draw0;g09",0.317,0.478,0.143,neutral,1.0,0.113,0
541,indextts2-p5a-joy,joy,"raw_emo_vector=[0.187, -0.193, -0.029, 0.3, -0.134, -0.163, -0.197, 0.029];sent=s05;draw1;g09",-0.121,0.386,0.046,neutral,1.0,0.485,0
542,indextts2-p5a-joy,joy,"raw_emo_vector=[0.446, -0.285, -0.049, 0.194, -0.094, -0.139, -0.302, 0.048];sent=s07;draw0;g09",0.345,0.479,0.151,neutral,1.0,0.117,0
543,indextts2-p5a-joy,joy,"raw_emo_vector=[0.446, -0.285, -0.049, 0.194, -0.094, -0.139, -0.302, 0.048];sent=s05;draw1;g09",-0.053,0.478,0.177,neutral,1.0,0.368,0
544,indextts2-p5a-joy,joy,"raw_emo_vector=[0.259, -0.451, 0.174, 0.172, 0.083, -0.207, -0.187, 0.068];sent=s07;draw0;g10",0.214,0.4,0.006,neutral,1.0,0.271,0
545,indextts2-p5a-joy,joy,"raw_emo_vector=[0.259, -0.451, 0.174, 0.172, 0.083, -0.207, -0.187, 0.068];sent=s05;draw1;g10",-0.112,0.352,0.016,neutral,0.6,0.502,0
546,indextts2-p5a-joy,joy,"raw_emo_vector=[0.423, -0.266, -0.003, 0.028, 0.028, 0.046, -0.127, 0.24];sent=s07;draw0;g10",0.172,0.418,0.059,neutral,0.8,0.245,0
547,indextts2-p5a-joy,joy,"raw_emo_vector=[0.423, -0.266, -0.003, 0.028, 0.028, 0.046, -0.127, 0.24];sent=s05;draw1;g10",-0.148,0.38,0.1,neutral,0.6,0.499,0
548,indextts2-p5a-joy,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];sent=s07;draw0;g10",0.307,0.461,0.148,joy,0.6,0.127,1
549,indextts2-p5a-joy,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];sent=s05;draw1;g10",-0.115,0.489,0.185,joy,0.4,0.425,1
550,indextts2-p5a-joy,joy,"raw_emo_vector=[0.444, -0.226, 0.097, 0.271, 0.022, -0.02, -0.228, -0.038];sent=s07;draw0;g10",0.357,0.48,0.192,neutral,1.0,0.115,0
551,indextts2-p5a-joy,joy,"raw_emo_vector=[0.444, -0.226, 0.097, 0.271, 0.022, -0.02, -0.228, -0.038];sent=s05;draw1;g10",-0.166,0.462,0.159,neutral,0.6,0.482,0
552,indextts2-p5a-joy,joy,"raw_emo_vector=[0.208, -0.093, 0.195, 0.162, 0.055, 0.022, -0.149, 0.102];sent=s07;draw0;g10",0.179,0.422,0.065,joy,0.4,0.235,1
553,indextts2-p5a-joy,joy,"raw_emo_vector=[0.208, -0.093, 0.195, 0.162, 0.055, 0.022, -0.149, 0.102];sent=s05;draw1;g10",-0.094,0.393,0.104,neutral,0.6,0.444,0
554,indextts2-p5a-joy,joy,"raw_emo_vector=[0.255, -0.16, 0.02, 0.132, -0.017, -0.167, -0.119, 0.051];sent=s07;draw0;g10",0.283,0.493,0.176,neutral,0.4,0.089,0
555,indextts2-p5a-joy,joy,"raw_emo_vector=[0.255, -0.16, 0.02, 0.132, -0.017, -0.167, -0.119, 0.051];sent=s05;draw1;g10",-0.082,0.464,0.109,neutral,0.4,0.407,0
556,indextts2-p5a-joy,joy,"raw_emo_vector=[0.152, -0.205, 0.161, 0.106, -0.006, -0.165, -0.139, 0.061];sent=s07;draw0;g10",0.118,0.409,0.067,neutral,0.8,0.278,0
557,indextts2-p5a-joy,joy,"raw_emo_vector=[0.152, -0.205, 0.161, 0.106, -0.006, -0.165, -0.139, 0.061];sent=s05;draw1;g10",-0.065,0.392,0.072,neutral,1.0,0.427,0
558,indextts2-p5a-joy,joy,"raw_emo_vector=[0.275, -0.278, -0.1, 0.23, -0.017, -0.112, 0.007, -0.073];sent=s07;draw0;g10",0.363,0.505,0.172,neutral,0.8,0.099,0
559,indextts2-p5a-joy,joy,"raw_emo_vector=[0.275, -0.278, -0.1, 0.23, -0.017, -0.112, 0.007, -0.073];sent=s05;draw1;g10",-0.085,0.504,0.223,neutral,0.6,0.394,0
560,indextts2-p5a-joy,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];sent=s06;draw0;heldout",0.352,0.482,0.171,neutral,1.0,0.113,0
561,indextts2-p5a-joy,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];sent=s06;draw1;heldout",0.324,0.435,0.11,neutral,0.8,0.167,0
562,indextts2-p5a-joy,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];sent=h01;draw0;heldout",0.956,0.526,0.332,joy,0.8,0.674,1
563,indextts2-p5a-joy,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];sent=h01;draw1;heldout",0.936,0.506,0.321,joy,0.8,0.654,1
564,indextts2-p5a-joy,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];sent=h02;draw0;heldout",0.093,0.456,0.158,joy,1.0,0.243,1
565,indextts2-p5a-joy,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];sent=h02;draw1;heldout",0.128,0.518,0.219,joy,0.6,0.185,1
566,indextts2-p5a-joy,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];sent=s03;draw0;heldout",-0.06,0.439,0.114,neutral,1.0,0.394,0
567,indextts2-p5a-joy,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];sent=s03;draw1;heldout",-0.059,0.451,0.135,neutral,1.0,0.385,0
568,indextts2-p5a-sad,sadness,"raw_emo_vector=[0.0, 0.0, 0.15, 0.0, 0.0, 0.75, 0.0, 0.2];sent=s08;draw0;g01",-0.3,0.218,-0.149,sadness,1.0,0.191,1
569,indextts2-p5a-sad,sadness,"raw_emo_vector=[0.0, 0.0, 0.15, 0.0, 0.0, 0.75, 0.0, 0.2];sent=s09;draw1;g01",-0.322,0.236,-0.188,sadness,1.0,0.199,1
570,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.006, 0.123, 0.09, -0.14, -0.061, 0.795, 0.016, 0.282];sent=s08;draw0;g01",-0.301,0.247,-0.114,sadness,0.4,0.151,1
571,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.006, 0.123, 0.09, -0.14, -0.061, 0.795, 0.016, 0.282];sent=s09;draw1;g01",-0.288,0.285,-0.098,sadness,0.8,0.109,1
572,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.052, -0.195, 0.123, -0.069, -0.15, 0.611, 0.147, 0.254];sent=s08;draw0;g01",-0.31,0.242,-0.13,sadness,0.6,0.163,1
573,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.052, -0.195, 0.123, -0.069, -0.15, 0.611, 0.147, 0.254];sent=s09;draw1;g01",-0.365,0.205,-0.232,sadness,1.0,0.261,1
574,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.072, 0.113, 0.009, -0.094, -0.048, 0.835, 0.016, 0.214];sent=s08;draw0;g01",-0.306,0.277,-0.076,sadness,0.6,0.116,1
575,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.072, 0.113, 0.009, -0.094, -0.048, 0.835, 0.016, 0.214];sent=s09;draw1;g01",-0.335,0.29,-0.136,sadness,0.6,0.132,1
576,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.056, -0.102, 0.36, -0.094, 0.074, 0.723, -0.033, 0.156];sent=s08;draw0;g01",-0.289,0.253,-0.118,neutral,0.8,0.146,0
577,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.056, -0.102, 0.36, -0.094, 0.074, 0.723, -0.033, 0.156];sent=s09;draw1;g01",-0.309,0.205,-0.2,sadness,0.6,0.228,1
578,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.135, -0.009, 0.187, 0.163, 0.049, 0.608, 0.039, 0.198];sent=s08;draw0;g01",-0.257,0.282,-0.093,neutral,0.4,0.113,0
579,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.135, -0.009, 0.187, 0.163, 0.049, 0.608, 0.039, 0.198];sent=s09;draw1;g01",-0.324,0.284,-0.117,sadness,0.6,0.124,1
580,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.055, -0.009, 0.094, 0.054, -0.079, 0.846, -0.211, -0.033];sent=s08;draw0;g01",-0.289,0.254,-0.164,sadness,0.6,0.165,1
581,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.055, -0.009, 0.094, 0.054, -0.079, 0.846, -0.211, -0.033];sent=s09;draw1;g01",-0.314,0.239,-0.142,sadness,0.4,0.17,1
582,indextts2-p5a-sad,sadness,"raw_emo_vector=[0.007, 0.063, 0.005, 0.052, 0.079, 0.784, -0.095, 0.206];sent=s08;draw0;g01",-0.294,0.265,-0.089,sadness,1.0,0.127,1
583,indextts2-p5a-sad,sadness,"raw_emo_vector=[0.007, 0.063, 0.005, 0.052, 0.079, 0.784, -0.095, 0.206];sent=s09;draw1;g01",-0.315,0.289,-0.081,sadness,1.0,0.107,1
584,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.21, 0.0, -0.12, -0.176, 0.028, 0.654, -0.193, 0.22];sent=s08;draw0;g02",-0.255,0.32,-0.018,neutral,0.8,0.091,0
585,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.21, 0.0, -0.12, -0.176, 0.028, 0.654, -0.193, 0.22];sent=s09;draw1;g02",-0.293,0.331,-0.024,neutral,0.6,0.075,0
586,indextts2-p5a-sad,sadness,"raw_emo_vector=[0.015, -0.306, 0.056, 0.227, 0.011, 0.809, -0.03, 0.147];sent=s08;draw0;g02",-0.298,0.225,-0.154,sadness,0.6,0.186,1
587,indextts2-p5a-sad,sadness,"raw_emo_vector=[0.015, -0.306, 0.056, 0.227, 0.011, 0.809, -0.03, 0.147];sent=s09;draw1;g02",-0.305,0.234,-0.154,sadness,0.6,0.179,1
588,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.137, 0.049, -0.09, -0.102, 0.093, 0.697, 0.173, 0.259];sent=s08;draw0;g02",-0.262,0.308,-0.044,neutral,0.6,0.088,0
589,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.137, 0.049, -0.09, -0.102, 0.093, 0.697, 0.173, 0.259];sent=s09;draw1;g02",-0.259,0.325,0.005,neutral,1.0,0.101,0
590,indextts2-p5a-sad,sadness,"raw_emo_vector=[0.201, 0.03, 0.287, -0.135, -0.3, 0.541, -0.084, 0.022];sent=s08;draw0;g02",-0.29,0.261,-0.153,sadness,0.8,0.154,1
591,indextts2-p5a-sad,sadness,"raw_emo_vector=[0.201, 0.03, 0.287, -0.135, -0.3, 0.541, -0.084, 0.022];sent=s09;draw1;g02",-0.278,0.306,-0.074,sadness,0.6,0.084,1
592,indextts2-p5a-sad,sadness,"raw_emo_vector=[0.118, -0.046, 0.247, -0.043, -0.114, 0.559, -0.081, -0.014];sent=s08;draw0;g02",-0.275,0.284,-0.071,neutral,1.0,0.106,0
593,indextts2-p5a-sad,sadness,"raw_emo_vector=[0.118, -0.046, 0.247, -0.043, -0.114, 0.559, -0.081, -0.014];sent=s09;draw1;g02",-0.329,0.309,-0.083,sadness,0.8,0.096,1
594,indextts2-p5a-sad,sadness,"raw_emo_vector=[0.051, -0.105, -0.092, 0.121, -0.107, 0.649, -0.191, 0.284];sent=s08;draw0;g02",-0.28,0.307,-0.051,neutral,1.0,0.085,0
595,indextts2-p5a-sad,sadness,"raw_emo_vector=[0.051, -0.105, -0.092, 0.121, -0.107, 0.649, -0.191, 0.284];sent=s09;draw1;g02",-0.314,0.317,-0.084,sadness,0.8,0.082,1
596,indextts2-p5a-sad,sadness,"raw_emo_vector=[0.035, -0.014, -0.046, -0.138, 0.218, 0.696, 0.053, -0.065];sent=s08;draw0;g02",-0.261,0.283,-0.056,sadness,0.6,0.11,1
597,indextts2-p5a-sad,sadness,"raw_emo_vector=[0.035, -0.014, -0.046, -0.138, 0.218, 0.696, 0.053, -0.065];sent=s09;draw1;g02",-0.251,0.354,0.002,neutral,0.8,0.085,0
598,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.125, -0.063, 0.066, -0.128, -0.097, 0.823, -0.179, 0.104];sent=s08;draw0;g02",-0.278,0.258,-0.135,sadness,0.8,0.147,1
599,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.125, -0.063, 0.066, -0.128, -0.097, 0.823, -0.179, 0.104];sent=s09;draw1;g02",-0.313,0.267,-0.14,sadness,0.6,0.145,1
600,indextts2-p5a-sad,sadness,"raw_emo_vector=[0.031, -0.277, 0.117, -0.035, -0.084, 0.688, 0.002, 0.064];sent=s08;draw0;g03",-0.264,0.236,-0.147,sadness,0.6,0.173,1
601,indextts2-p5a-sad,sadness,"raw_emo_vector=[0.031, -0.277, 0.117, -0.035, -0.084, 0.688, 0.002, 0.064];sent=s09;draw1;g03",-0.315,0.3,-0.101,sadness,0.8,0.101,1
602,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.044, 0.029, 0.196, -0.045, -0.12, 0.62, -0.124, -0.044];sent=s08;draw0;g03",-0.298,0.222,-0.198,neutral,0.4,0.212,0
603,indextts2-p5a-sad,sadness,"raw_emo_vector=[-0.044, 0.029, 0.196, -0.045, -0.12, 0.62, -0.124, -0.044];sent=s09;draw1;g03",-0.282,0.295,-0.09,neutral,0.4,0.097,0
604,indextts2-p5a-sad,sadness,"raw_emo_vector=[0.005, 0.005, 0.022, -0.292, -0.168, 0.644, 0.011, 0.217];sent=s08;draw0;g03",-0.281,0.312,-0.051,neutral,1.0,0.081,0
605,indextts2-p5a-sad,sadness,"raw_emo_vector=[0.005, 0.005, 0.022, -0.292, -0.168, 0.644, 0.011, 0.217];sent=s09;draw1;g03",-0.263,0.299,-0.098,neutral,0.8,0.096,0
